Tenure in Months,Monthly Charge,Age,Customer Status
47,109.55,54,1
33,61.05,19,0
1,50.5,35,1
30,25.1,39,0
72,109.2,49,0
14,100.55,56,1
1,19.7,42,1
65,104.3,23,0
23,81.85,51,0
1,79.55,56,1
45,20.85,24,0
18,60.6,64,0
63,20.0,40,0
6,29.45,22,0
58,-4.0,31,0
67,65.55,29,0
59,99.45,54,0
1,55.7,62,1
5,49.2,47,1
30,85.35,59,1
34,70.0,61,1
62,103.75,77,1
53,103.85,74,1
16,20.15,30,0
72,117.15,43,0
49,99.8,27,1
11,64.9,42,0
1,70.3,57,1
42,104.75,69,1
56,111.95,77,1
19,89.35,24,0
11,25.2,50,0
43,104.6,24,1
3,74.4,32,1
56,59.5,34,0
40,55.25,20,1
20,98.55,73,1
63,70.8,59,0
60,20.95,45,0
47,85.5,65,1
11,102.0,36,1
1,50.55,36,1
5,78.95,70,1
62,84.95,46,0
14,91.65,61,1
67,60.4,60,0
61,51.35,38,0
1,43.3,75,1
20,50.0,38,0
61,114.1,48,0
7,74.9,62,1
36,87.55,42,1
26,91.25,79,1
5,70.05,52,1
65,45.25,33,0
44,20.05,28,0
15,56.15,28,0
70,85.95,33,0
65,19.85,55,0
72,23.55,46,0
67,84.8,64,0
42,25.1,26,0
19,19.7,62,0
61,80.9,29,0
26,26.0,56,0
56,103.2,60,0
52,105.0,21,1
46,85.0,77,1
49,25.25,23,0
1,21.0,30,1
57,104.5,47,1
1,81.7,31,1
40,20.4,58,0
29,35.65,67,0
3,19.85,29,1
53,106.95,44,1
24,74.8,57,0
36,55.8,38,0
18,25.55,26,0
62,90.7,44,0
70,98.3,34,1
66,104.6,74,0
61,106.6,39,1
47,39.65,57,0
45,24.65,21,0
68,89.6,70,1
13,96.65,28,1
28,18.25,58,0
23,75.6,47,1
13,23.9,30,1
12,20.3,26,0
26,60.05,35,1
47,98.75,29,1
19,100.0,56,1
1,19.75,43,1
35,100.8,73,0
72,20.55,51,0
1,95.65,45,1
9,74.05,66,0
11,20.1,62,1
7,99.25,71,1
40,67.45,28,0
30,97.0,44,0
1,48.95,22,1
18,78.55,66,1
1,84.8,21,1
32,19.4,57,0
71,85.75,59,0
48,105.25,57,0
4,91.65,55,1
24,104.25,70,1
1,75.75,79,1
44,73.85,69,0
61,-6.0,23,0
37,96.55,66,1
26,105.75,72,1
60,84.95,28,0
1,50.65,26,1
15,74.9,39,1
29,34.3,40,0
36,99.15,54,1
65,90.65,52,0
1,76.35,63,1
65,84.85,57,0
59,89.75,80,0
5,55.7,38,0
4,51.75,39,1
53,25.1,79,0
20,71.3,78,1
5,80.0,26,1
25,89.05,80,1
54,79.95,31,0
68,80.35,75,0
18,44.35,41,0
3,99.0,29,1
1,42.9,47,1
1,76.0,20,1
46,80.4,71,1
70,88.55,69,0
37,40.2,23,0
9,90.1,66,0
55,19.7,54,0
72,25.2,64,0
8,87.05,48,1
67,20.85,57,0
1,44.4,45,1
1,20.85,80,1
39,86.3,29,1
14,92.9,47,0
54,79.5,68,1
65,108.65,53,1
38,69.0,34,0
2,68.95,26,1
1,74.9,26,1
20,61.6,67,1
6,84.4,53,1
66,25.3,59,0
18,20.45,39,0
40,80.75,41,0
29,25.1,53,1
61,115.1,42,0
56,59.8,45,0
9,75.5,65,0
2,93.85,77,1
41,89.55,62,0
35,99.05,71,1
17,100.45,74,1
48,20.2,60,0
69,104.0,44,0
38,85.4,26,0
37,40.2,64,0
54,65.3,47,0
1,45.95,23,1
54,105.4,31,1
53,101.9,69,1
30,19.55,57,0
1,45.3,28,1
65,106.25,66,1
11,78.1,77,0
66,20.35,59,0
3,79.4,75,1
32,35.15,57,0
24,98.75,35,1
72,20.25,62,0
15,25.4,22,1
17,74.55,22,0
8,103.35,26,1
8,24.4,43,0
25,38.1,37,0
72,26.45,21,0
43,71.9,24,0
72,83.7,25,0
9,48.6,31,0
50,99.4,44,0
15,64.85,31,0
71,47.05,59,0
33,68.25,37,1
66,65.85,59,0
1,84.5,31,1
38,95.0,34,0
61,104.4,77,1
5,53.8,56,0
17,80.05,62,0
8,75.75,74,1
25,79.85,54,1
40,71.35,30,0
70,45.25,79,1
37,85.7,75,1
50,69.5,63,0
8,20.45,23,0
43,103.0,73,1
12,105.3,62,0
57,59.3,54,0
1,69.95,48,1
13,90.5,68,1
71,23.85,55,0
58,71.6,44,0
72,68.4,52,0
1,74.5,41,1
1,102.45,52,1
2,79.0,33,1
1,69.25,75,1
11,70.2,76,0
65,105.5,20,1
10,94.9,25,1
1,100.8,78,1
24,70.3,30,0
2,94.2,49,1
4,20.85,27,0
68,25.75,36,0
4,88.45,32,1
66,84.0,57,0
8,101.35,78,1
4,19.0,21,0
2,74.85,79,1
1,19.75,21,1
9,48.75,51,1
18,99.75,68,1
1,25.3,20,1
51,111.5,19,0
47,85.2,78,1
10,85.6,63,1
1,50.45,47,1
40,103.75,74,0
61,89.2,60,0
46,54.35,52,1
1,69.65,30,1
25,20.1,25,0
62,20.45,45,0
55,45.05,48,0
22,-2.0,60,1
3,41.15,67,1
1,90.55,20,1
41,113.2,66,1
5,50.95,46,0
12,78.85,46,0
60,19.25,32,0
1,90.55,30,1
4,98.1,34,1
14,70.2,60,0
72,86.6,37,0
2,82.0,42,1
71,108.6,57,1
7,64.3,19,0
25,19.6,43,0
11,90.15,46,1
72,93.05,73,0
39,40.3,37,0
6,69.8,48,0
31,20.1,63,0
5,90.8,25,1
27,80.85,42,0
39,45.05,40,0
4,74.65,24,1
37,65.6,35,0
7,64.95,67,0
6,50.95,43,0
4,23.9,33,0
46,80.0,43,0
1,45.75,36,1
64,70.2,80,1
72,114.45,53,0
19,18.8,62,0
2,47.8,35,1
3,70.3,31,1
3,35.15,61,1
9,89.45,62,1
17,81.5,70,1
71,90.55,30,0
72,66.75,56,0
54,91.3,27,0
72,89.8,23,0
53,111.8,29,0
1,71.0,80,1
18,49.55,53,1
7,75.45,35,1
57,19.6,54,0
33,93.35,35,0
60,80.95,71,0
46,90.95,23,0
1,20.9,21,1
6,20.6,24,0
45,109.75,62,0
12,99.45,76,1
38,69.95,51,0
15,64.65,51,1
53,61.1,37,0
13,48.75,42,1
7,89.35,35,1
50,95.7,65,1
49,90.85,76,1
43,100.0,56,1
4,85.65,63,1
7,38.55,26,0
57,20.55,56,0
1,79.15,64,1
8,80.65,74,1
64,24.05,45,0
72,89.85,68,0
16,74.3,74,1
1,84.65,25,1
25,69.75,42,0
14,86.1,20,1
9,45.4,54,1
69,-7.0,67,0
50,105.05,77,0
19,73.2,31,1
66,67.45,22,0
69,74.1,71,0
12,96.05,39,1
38,84.25,26,1
24,76.1,69,1
63,109.4,68,0
2,69.65,52,1
36,65.4,25,1
58,105.05,33,0
42,95.25,37,1
5,96.25,62,1
63,100.55,48,1
6,55.3,49,1
1,-10.0,54,1
27,-9.0,53,0
6,45.65,27,0
48,19.95,32,0
16,93.2,40,1
13,70.15,40,0
5,80.6,30,1
72,110.15,54,0
1,45.3,34,1
2,74.9,37,1
3,76.05,71,1
2,50.15,75,1
2,54.85,73,1
60,70.15,49,0
27,100.75,39,0
3,43.3,23,1
6,44.6,61,1
1,-4.0,39,1
34,69.15,67,0
1,79.6,20,1
1,75.8,53,1
12,85.15,61,0
65,59.6,19,0
2,76.4,19,1
42,106.15,54,1
35,19.6,52,0
12,73.75,27,1
45,95.0,25,0
12,84.45,41,1
49,51.8,57,1
2,44.6,23,1
24,54.75,63,1
42,85.9,60,0
56,85.65,71,0
28,30.1,29,0
6,19.7,46,0
1,49.9,34,1
11,76.5,48,1
37,78.95,62,1
7,59.1,32,0
66,110.9,69,1
57,59.75,50,0
47,20.05,52,0
8,38.5,22,0
7,79.0,63,1
70,79.25,56,0
22,48.8,32,1
46,100.7,76,1
39,100.55,21,0
63,19.35,31,0
71,80.1,36,0
43,84.25,61,0
38,70.15,73,1
21,86.55,71,0
1,69.2,51,1
1,44.15,44,1
72,103.95,33,0
29,100.55,46,0
36,40.65,19,0
1,69.6,25,1
10,20.35,40,0
39,80.45,39,1
17,-4.0,77,0
12,56.3,49,0
23,78.55,43,0
3,45.0,76,1
14,65.45,42,1
5,80.15,57,1
67,104.1,61,1
23,81.0,47,1
40,61.9,49,0
69,93.3,59,0
61,84.9,21,0
48,82.05,41,1
69,106.4,59,0
59,41.05,23,1
66,19.75,62,0
43,75.2,63,1
1,40.1,42,1
32,91.05,51,1
8,51.05,47,1
60,105.9,20,1
34,40.55,31,0
15,29.7,56,1
2,80.65,32,1
6,19.7,62,0
66,106.05,30,1
72,95.1,39,0
1,50.45,37,1
31,103.45,53,1
39,81.5,64,0
30,50.4,71,1
10,86.65,74,1
18,99.4,51,1
70,60.35,19,0
12,99.7,49,1
4,77.95,31,1
6,20.15,56,0
8,66.05,34,0
14,69.65,52,0
43,25.7,42,0
18,74.15,43,0
5,24.95,37,1
52,84.05,54,0
17,24.1,31,1
31,96.6,68,0
35,20.2,64,0
6,40.55,61,0
2,75.55,32,1
58,80.65,52,0
19,106.6,43,1
1,-9.0,41,1
18,85.2,27,1
45,78.8,38,0
61,59.8,27,0
1,20.2,62,1
2,-7.0,19,1
8,20.15,24,1
26,19.65,40,0
23,75.0,37,0
1,44.65,49,1
2,95.15,32,1
1,20.15,55,1
22,59.0,46,1
2,19.6,31,1
1,35.9,54,1
15,84.3,36,1
53,19.55,49,0
51,60.15,48,0
55,100.9,19,0
4,42.4,50,0
2,42.6,49,1
45,100.85,34,1
3,36.45,67,1
28,104.8,23,1
23,85.6,25,0
1,20.55,53,1
71,80.4,22,0
14,76.45,20,0
24,54.6,28,0
1,80.3,78,1
5,64.35,63,0
1,69.4,47,1
7,75.1,35,1
10,65.9,32,0
72,59.75,40,0
67,116.1,68,0
30,85.15,45,1
20,81.0,45,0
70,114.3,23,0
38,62.3,46,1
1,24.8,77,1
3,98.7,28,1
65,19.55,34,0
9,94.75,34,1
60,64.75,29,0
35,21.45,47,0
33,24.5,21,1
40,79.2,65,1
3,44.3,19,1
21,80.35,61,0
24,66.3,21,0
6,18.95,24,0
21,97.35,63,1
66,90.95,20,0
24,90.55,40,1
72,24.9,42,0
1,19.6,52,1
8,75.0,20,1
8,85.65,62,0
42,-7.0,56,0
15,20.45,21,0
1,69.95,73,1
14,50.75,38,1
35,19.65,30,0
15,80.2,75,1
72,115.5,53,0
66,70.85,73,0
23,94.75,77,1
42,99.45,50,1
15,75.3,70,1
72,107.4,66,0
62,24.25,40,0
39,59.85,32,0
55,84.25,19,0
40,42.35,39,1
6,89.25,60,0
1,71.35,23,1
66,25.45,40,0
63,19.55,48,0
62,-10.0,56,0
1,70.55,72,1
6,19.5,62,1
1,79.65,57,1
9,84.45,76,1
64,86.55,35,0
1,69.65,70,1
27,85.25,74,1
16,94.25,27,1
10,74.75,39,1
13,-3.0,28,1
24,21.1,51,0
14,31.1,63,0
1,20.3,44,1
65,89.75,39,1
1,45.1,71,1
30,79.3,59,0
13,44.0,20,0
4,74.35,52,1
11,20.0,31,0
2,80.2,58,1
58,100.35,39,0
10,45.25,46,0
59,76.75,63,0
4,95.45,74,1
42,25.25,55,0
43,63.95,26,0
38,60.0,47,0
14,75.1,73,0
11,50.55,23,0
17,56.1,58,0
4,72.2,20,1
39,105.65,65,1
23,106.4,74,1
9,101.5,33,0
36,104.5,39,0
7,79.65,61,1
56,20.05,58,0
15,19.75,35,0
23,19.65,24,0
71,81.85,25,0
8,19.6,54,0
1,93.85,49,1
72,97.7,26,0
24,75.4,55,1
11,35.65,20,0
59,20.6,45,0
66,56.75,35,0
66,80.55,74,1
11,97.85,48,1
24,19.7,51,0
46,93.7,48,1
28,89.95,56,1
12,50.25,50,1
2,-1.0,41,1
6,75.5,33,1
4,20.5,52,0
32,90.95,80,0
52,20.65,57,0
72,93.25,62,0
67,118.35,53,1
21,80.9,55,0
23,20.3,38,0
72,64.8,78,0
12,49.2,39,0
22,43.75,51,1
5,90.35,33,0
42,20.0,63,0
42,100.4,42,0
5,55.75,27,0
39,25.0,52,0
35,61.0,27,0
10,79.25,75,1
71,20.5,60,0
4,45.3,36,1
71,79.05,44,0
69,19.95,24,0
7,44.65,22,0
70,39.15,47,0
5,84.7,73,0
16,96.4,66,1
5,59.9,79,0
14,64.7,51,1
3,77.0,74,1
64,53.85,53,0
1,25.2,29,1
2,24.45,66,1
20,68.9,44,0
72,115.55,46,0
33,103.75,47,1
51,97.8,70,1
1,50.45,39,1
32,93.2,69,1
19,55.0,55,1
7,19.4,63,0
1,20.2,55,1
72,110.45,33,0
9,50.8,61,0
65,59.95,45,0
35,53.15,53,0
43,107.55,80,1
1,19.65,50,1
27,104.65,76,0
58,71.1,56,0
12,26.4,54,0
14,86.3,64,1
10,89.8,71,1
72,66.5,23,0
2,49.25,21,1
64,80.3,77,0
39,41.1,35,0
7,95.35,46,1
58,24.35,31,0
4,74.4,75,1
3,50.65,51,1
1,74.35,32,1
72,86.05,22,0
43,101.0,68,1
1,69.6,72,1
68,100.3,43,0
1,71.65,60,1
8,84.9,58,1
33,59.4,41,0
57,100.6,37,0
42,77.95,53,1
8,20.25,41,0
4,56.75,26,0
25,95.9,55,1
34,100.05,22,1
72,84.7,45,0
21,60.05,80,1
67,100.9,40,0
41,20.65,53,0
66,62.5,52,0
15,25.25,21,0
59,82.95,75,0
25,54.2,37,0
2,95.65,34,1
5,91.4,79,1
6,83.55,47,1
22,101.35,44,1
49,20.7,62,0
2,75.7,55,1
42,78.45,56,0
26,83.75,62,1
10,20.0,51,0
67,25.6,53,0
10,99.85,58,1
4,76.05,62,1
66,80.45,72,1
2,56.7,62,1
35,39.85,77,0
72,115.05,41,0
8,44.45,56,0
19,78.7,57,0
38,24.25,36,0
38,94.9,32,0
72,74.35,61,0
1,73.65,80,1
13,67.8,36,0
5,89.35,30,1
5,69.05,71,1
18,80.55,67,0
64,108.95,76,0
42,55.65,66,0
19,73.85,47,1
13,100.8,69,1
41,19.75,40,0
25,24.75,61,1
15,85.6,74,1
14,75.35,42,1
54,20.05,58,0
8,73.5,22,0
14,80.05,51,0
72,20.8,31,0
48,104.5,79,0
21,77.5,34,1
7,49.75,24,1
40,106.0,37,0
24,89.85,23,1
72,84.8,77,0
17,19.65,27,0
1,79.1,65,1
72,92.45,78,1
50,35.0,51,0
38,20.3,52,0
59,111.1,40,0
3,85.3,46,1
70,64.95,31,0
43,94.35,50,0
5,50.6,54,1
1,86.6,41,1
72,115.75,77,0
18,25.3,45,0
49,95.6,53,1
15,49.1,33,1
34,94.25,75,1
51,84.2,80,1
26,66.05,79,0
49,59.75,40,1
24,104.65,51,1
56,24.8,48,0
44,53.95,38,1
72,116.75,79,0
51,75.2,39,0
66,79.4,71,1
46,99.8,26,0
69,104.7,52,1
47,100.05,68,1
12,78.95,34,1
4,74.4,39,1
2,79.7,25,1
1,71.65,65,1
66,90.55,43,0
57,74.3,59,0
4,29.65,27,1
60,106.0,68,1
64,74.65,68,0
1,30.2,27,1
36,92.9,23,0
46,45.55,50,0
51,47.85,48,0
3,75.0,27,1
56,105.45,42,0
16,59.4,75,1
29,58.75,35,0
22,74.4,79,1
29,69.05,26,0
68,88.0,49,0
37,76.25,78,1
7,74.4,72,1
51,20.45,36,0
42,94.2,25,1
31,91.15,39,1
42,19.55,32,0
13,31.05,46,1
5,40.0,25,1
71,77.55,21,0
27,69.05,26,0
57,20.75,60,0
41,74.25,45,0
26,81.9,26,0
10,85.95,20,0
31,59.7,21,0
10,54.95,34,0
42,67.7,55,0
25,89.5,69,1
1,78.95,62,1
5,43.25,30,1
21,20.5,79,0
19,19.9,49,0
51,93.8,80,1
28,89.9,56,0
4,79.0,61,1
69,95.35,73,0
44,100.55,41,1
27,20.55,37,0
17,64.7,20,1
72,25.4,40,0
9,44.2,40,1
1,90.6,77,1
9,74.85,28,0
1,39.65,78,1
6,90.1,53,1
18,99.85,34,1
60,99.8,22,0
11,23.15,42,1
59,61.35,46,0
12,49.05,58,0
8,65.5,23,0
28,29.75,35,0
12,84.05,56,0
30,107.5,62,0
12,83.8,65,1
3,55.15,25,1
41,40.35,59,0
8,81.25,66,1
72,103.4,47,1
30,86.45,53,0
1,75.1,36,1
46,104.45,65,0
32,-8.0,39,1
1,80.05,53,1
48,83.45,30,0
72,110.65,24,0
3,56.15,21,1
2,70.7,28,1
8,84.95,35,1
35,100.5,65,1
13,96.65,54,1
30,64.5,56,0
33,91.25,55,0
54,106.55,59,1
67,109.4,53,0
18,80.65,58,1
63,19.25,57,0
48,19.95,43,0
10,86.45,57,1
10,49.55,53,0
45,84.55,49,0
28,105.7,33,1
48,60.35,51,1
68,90.2,27,0
6,73.85,45,0
20,84.35,78,0
3,49.15,47,1
69,39.1,52,0
7,101.95,65,1
35,20.6,22,0
62,115.05,39,0
44,19.9,42,0
12,29.2,46,1
72,109.2,40,0
69,95.65,32,0
72,65.6,36,0
21,20.85,40,0
46,95.65,27,0
34,71.55,72,0
31,93.8,62,1
72,107.7,29,0
37,19.85,28,0
60,19.65,31,0
44,30.35,73,1
25,-1.0,72,1
18,55.95,33,0
9,83.3,46,1
68,76.75,40,0
1,84.6,40,1
47,106.4,42,1
2,79.65,56,1
15,19.45,26,0
1,78.65,41,1
51,94.8,22,1
63,25.25,19,0
29,98.6,49,1
56,24.3,23,0
57,95.0,35,0
36,25.1,48,0
22,20.75,49,0
70,19.45,26,0
14,50.45,25,0
18,19.65,32,0
23,73.75,37,0
7,84.55,75,1
71,116.1,29,0
4,56.5,38,1
64,102.1,67,0
11,78.0,63,0
71,118.65,58,0
34,79.6,79,1
69,66.9,46,0
9,69.05,63,0
1,50.35,40,1
13,56.0,63,0
3,25.25,62,1
57,53.5,78,0
11,89.7,68,1
72,105.75,70,0
60,49.45,70,0
1,79.55,58,1
6,93.55,42,1
9,18.95,59,1
9,40.75,45,0
5,50.35,73,1
8,20.85,31,0
72,108.2,21,0
12,74.05,57,1
39,48.95,27,1
26,75.5,59,0
27,19.15,20,0
3,69.35,48,1
18,90.7,26,1
26,61.55,23,0
65,109.4,68,0
41,89.2,35,0
67,116.2,25,1
22,88.75,53,0
64,65.8,39,0
27,30.75,71,1
3,96.6,48,1
1,50.55,69,1
51,56.4,52,0
13,95.25,67,1
61,19.4,22,1
72,78.85,24,0
23,59.95,25,0
62,86.1,51,0
64,102.1,66,0
47,100.75,50,0
54,111.1,56,1
47,20.25,64,0
34,77.2,23,0
68,105.3,70,1
64,69.25,30,0
15,100.15,64,0
5,81.0,61,1
23,54.4,40,0
50,108.55,58,1
17,85.45,29,1
59,54.15,35,0
15,55.7,60,1
61,79.8,36,0
40,51.1,26,0
1,45.7,36,1
16,85.05,69,0
1,85.45,22,1
59,95.8,36,0
18,103.6,65,0
7,89.5,75,1
64,19.7,28,0
1,24.45,44,1
26,47.85,34,0
49,100.45,35,1
44,68.85,41,0
56,52.7,57,0
6,80.25,50,0
41,113.6,41,1
22,84.15,23,0
17,90.2,62,1
41,79.9,42,1
10,98.7,35,1
26,90.8,47,1
1,19.45,70,1
50,70.35,45,0
38,20.45,26,0
14,85.15,27,1
24,93.55,69,1
19,95.9,65,1
7,75.15,34,1
13,54.45,28,1
18,84.95,70,0
7,70.75,57,1
69,61.4,56,0
14,104.85,80,1
1,94.4,49,1
1,24.6,39,1
16,19.75,40,0
65,82.5,23,0
4,78.85,65,1
2,70.7,19,1
72,113.65,25,0
6,47.95,23,1
1,76.45,74,1
52,111.25,20,1
5,75.55,20,1
29,94.45,73,1
65,67.05,50,0
17,98.6,38,1
52,20.1,22,0
71,113.65,23,0
34,62.65,19,1
3,54.7,58,1
4,74.95,76,1
15,83.2,60,0
52,109.1,67,0
21,95.4,77,0
68,64.1,23,0
1,85.0,51,1
13,74.4,36,1
72,45.25,46,0
38,74.95,66,1
64,70.15,24,0
13,96.85,74,0
5,-10.0,59,0
72,91.35,47,0
1,94.0,76,1
1,79.95,56,1
8,99.65,31,1
3,74.25,44,1
69,29.8,69,0
11,61.25,29,0
2,79.75,74,1
1,18.85,53,1
23,66.25,29,0
13,100.35,54,1
66,25.3,64,0
72,85.95,57,0
33,54.65,62,0
59,90.3,50,0
4,44.8,28,0
38,110.7,59,0
24,58.35,50,0
67,72.35,63,0
43,109.55,74,1
64,24.4,36,0
71,24.35,36,0
27,70.55,71,0
4,20.7,28,0
8,84.5,51,1
33,80.6,76,1
60,59.85,49,0
54,70.15,50,1
24,40.65,74,1
35,19.85,37,0
43,90.65,19,0
5,69.95,47,0
44,89.15,70,0
12,80.45,77,1
27,20.6,42,0
69,24.6,24,0
1,74.7,52,1
70,98.9,25,0
15,91.5,80,0
64,110.5,42,0
45,105.15,63,0
4,70.15,39,1
48,95.5,47,1
40,104.8,55,1
18,88.35,47,1
8,55.75,62,0
70,89.0,30,0
38,19.95,26,0
51,90.15,21,0
15,99.1,34,1
9,19.6,53,0
4,87.1,33,1
48,102.5,43,0
14,89.95,40,1
11,20.05,52,0
72,65.25,24,0
1,76.2,53,1
36,97.35,39,1
27,85.2,33,0
1,44.7,21,1
7,86.8,22,1
72,85.1,24,0
4,50.4,60,1
32,78.9,62,1
25,19.05,50,0
28,59.0,35,0
15,59.45,25,1
71,80.7,48,0
14,59.8,44,0
70,75.35,35,0
1,71.15,78,1
70,69.2,52,0
42,84.65,79,1
18,90.0,55,1
10,75.05,22,0
1,93.55,73,1
72,64.75,45,0
35,80.05,63,0
69,19.1,19,0
52,19.65,23,0
13,70.15,53,0
1,79.35,30,1
54,20.0,48,0
35,20.75,34,0
18,95.15,52,1
1,40.2,77,1
64,100.05,39,1
10,75.3,80,0
34,56.25,72,0
18,90.1,33,1
1,29.7,30,1
26,89.8,49,1
11,53.75,60,1
70,84.1,63,0
26,20.65,28,0
69,19.9,49,0
8,70.1,30,1
62,96.1,67,0
2,91.4,50,1
30,54.45,50,0
38,54.5,30,0
16,-4.0,40,1
1,51.25,58,1
4,89.6,64,1
65,69.55,40,0
38,70.45,39,1
64,99.25,38,0
71,98.65,60,0
59,106.75,47,1
68,25.4,50,0
30,94.4,52,1
6,25.1,37,0
3,69.55,30,1
37,91.15,29,0
68,54.45,24,0
16,65.2,48,1
64,105.4,61,0
49,19.9,19,0
37,79.25,43,0
43,101.4,39,1
30,94.05,33,1
25,104.95,48,1
32,85.0,69,1
3,89.45,56,1
65,91.85,29,1
43,55.45,38,0
6,70.55,52,0
47,20.55,62,0
25,20.2,21,0
37,19.8,49,0
13,81.15,37,1
63,-3.0,47,0
1,50.8,20,1
63,20.5,50,0
53,60.6,29,0
66,92.15,49,0
47,19.65,63,0
30,100.05,64,1
53,106.1,44,1
17,94.4,57,1
45,115.65,26,0
42,105.2,26,1
58,24.7,23,0
1,49.25,71,1
30,40.3,74,1
71,24.5,20,0
45,62.55,48,0
46,40.4,63,0
5,100.5,54,1
14,74.95,67,1
44,88.15,35,0
2,80.25,42,1
18,96.05,23,1
5,80.1,56,0
13,54.15,51,0
5,45.4,74,0
37,106.75,77,1
56,85.85,60,0
4,94.9,25,0
29,70.75,36,1
1,90.85,47,1
1,69.2,44,1
49,99.4,20,0
1,53.95,49,1
2,49.4,27,1
9,98.3,27,1
39,81.9,47,0
72,117.5,58,0
6,87.95,37,0
1,73.5,50,1
48,29.9,75,0
5,65.6,22,0
39,81.4,54,0
4,94.4,59,1
53,98.6,52,0
51,77.5,69,1
31,88.65,46,0
72,92.0,55,0
22,80.15,59,0
6,59.15,60,0
35,113.2,49,0
1,75.3,38,1
8,69.95,67,0
14,39.7,75,0
46,21.1,42,0
66,20.0,61,0
39,103.45,52,1
72,109.55,27,0
1,69.9,56,1
22,96.7,65,1
40,83.85,50,0
53,19.5,29,0
11,48.55,43,1
66,-7.0,43,0
35,75.2,48,1
41,106.5,20,0
72,80.85,55,0
17,69.0,58,1
36,20.0,47,0
41,101.1,69,0
1,45.7,37,1
39,89.55,50,1
66,110.85,66,1
3,78.5,39,1
72,26.1,61,0
6,80.5,45,1
14,19.75,38,0
9,90.8,53,1
72,100.9,52,0
3,74.1,55,1
10,110.1,53,1
41,104.7,21,1
19,25.35,19,0
35,55.0,60,1
19,86.0,58,1
17,20.75,28,0
22,20.05,43,0
11,44.65,59,0
17,104.2,38,1
2,80.95,51,1
1,78.45,65,1
35,46.35,59,0
8,100.3,66,1
1,74.3,31,1
66,114.3,27,0
3,80.3,37,1
40,-1.0,65,1
32,91.35,66,0
65,53.5,75,0
1,25.05,69,1
20,96.8,32,0
26,93.85,73,1
72,84.1,79,0
21,94.3,60,0
33,95.3,55,0
14,80.45,44,1
4,20.4,51,0
28,54.4,55,0
60,97.2,59,0
15,84.45,58,0
9,91.75,58,1
1,75.3,53,1
32,85.65,51,0
3,95.1,55,1
15,74.4,65,1
38,79.45,44,1
6,80.8,75,0
21,-1.0,79,1
71,24.4,19,0
9,83.85,73,1
19,19.9,47,0
6,19.7,50,0
67,19.25,56,0
7,94.05,20,0
1,70.15,53,1
4,20.95,36,1
13,55.15,20,0
22,85.1,40,1
